,Day,Case_by_time,Death_by_time,recovered_by_time,Once injected,Twice injected,Total injected
396,1/2/2022,134641,508,0,283163,6617417,16127168
397,2/2/2022,137360,508,0,283163,6617417,16127168
398,3/2/2022,140100,563,0,283116,6617517,16130915
399,4/2/2022,142856,563,0,283116,6617517,16130915
400,5/2/2022,145634,602,0,283116,6617517,16130915
401,6/2/2022,148431,602,0,282959,6617725,16135399
402,7/2/2022,151419,621,0,282959,6617725,16135399
403,8/2/2022,154322,640,0,282954,6617730,16135404
404,9/2/2022,157271,657,0,281372,6619858,16204633
405,10/2/2022,160158,673,0,279946,6621705,16261654
406,11/2/2022,163072,687,0,277942,6624283,16301003
407,12/2/2022,166054,705,0,276743,6625723,16321743
408,13/02/2022,168995,719,0,275714,6627147,16387209
409,14/02/2022,172502,735,0,275714,6627147,16387209
410,15/02/2022,176475,746,0,275529,6627626,16392694
411,16/02/2022,180365,761,0,275252,6628392,16554833
412,17/02/2022,184258,780,0,275138,6628610,16567325
413,18/02/2022,188807,792,0,269746,6635521,16665493
414,19/02/2022,193676,797,0,265069,6642091,16883262
415,20/02/2022,198778,797,0,263766,6644711,17033434
416,21/02/2022,204257,832,0,262663,6646399,17096548
417,22/02/2022,211117,849,0,262663,6646399,17096548
418,23/02/2022,218539,860,0,262201,6648383,17227700
419,24/02/2022,227403,886,0,0,6208574,15757892
420,25/02/2022,237250,906,0,0,6208629,15758343
421,26/02/2022,248037,930,0,0,6209879,15860740
422,27/02/2022,259554,947,0,0,6211824,15900811
423,28/02/2022,272404,968,0,0,6212184,15917672
424,1/3/2022,285735,988,0,0,6212949,15942383
425,2/3/2022,300853,1006,0,0,6214428,15982364
426,3/3/2022,319515,1026,0,0,6216072,16001097
427,4/3/2022,340911,1044,0,0,6218499,16027178
428,5/3/2022,365930,1056,0,0,6223980,16080739
429,6/3/2022,395508,1067,0,0,6223980,16080739
430,7/3/2022,427825,1082,0,0,6225003,16088924
431,8/3/2022,460475,1086,0,0,6225830,16100603
432,9/3/2022,491855,1094,0,0,6227105,16122528
433,10/3/2022,522012,1107,0,0,6228624,16139211
434,11/3/2022,553911,1118,0,0,6230210,16153620
435,12/3/2022,779605,1128,0,0,6230948,16170034
436,13/03/2022,808874,1140,0,0,6232471,16190347
437,14/03/2022,838709,1151,0,0,6232803,16200027
438,15/03/2022,865417,1161,0,0,6233481,16219641
439,16/03/2022,891637,1166,0,0,6234839,16235171
440,17/03/2022,916948,1173,0,0,6234081,16244442
441,18/03/2022,940527,1178,0,0,6235075,16259218
442,19/03/2022,1151599,1178,0,0,6235075,16259218
443,20/03/2022,1170664,1182,0,0,6237411,16286312
444,21/03/2022,1188581,1185,0,0,6238013,16289592
445,22/03/2022,1204595,1190,0,0,6239848,16300594
446,23/03/2022,1217600,1194,0,0,6241268,16312538
447,24/03/2022,1230085,1199,0,0,6242589,16322158
448,25/03/2022,1240906,1202,0,0,6244686,16368306
449,26/03/2022,1250529,1203,0,0,6244686,16368306
450,27/03/2022,1260781,1204,0,0,6245747,16425242
451,28/03/2022,1450109,1205,0,0,6247720,16480765
452,29/03/2022,1459104,1205,0,0,6248259,16499705
453,30/03/2022,1467245,1205,0,0,6251140,16530234
454,31/03/2022,1475302,1205,0,0,6249869,16546807
